Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-04-3-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-04B08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-05-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-05-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-05-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-05-1-07N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-05-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-05-1-08S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-06-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-06-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-06-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-06-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-06-2-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-07-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-07-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-07-1-08S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-08-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-08-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-08B08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-09-1-06N,09A45-09-1-06N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,152.87,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-10-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-10B08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-12-1-02N,09A45-12-1-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,169.34,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-12-1-06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A45-12-1-08S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01-1-02N,09A60-01-1-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,45.1,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01-1-03N,09A60-01-1-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,45.58,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01-1-04N,09A60-01-1-04N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,46.1,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01-1-05N,09A60-01-1-05N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,46.56,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01-1-06N,09A60-01-1-06N-C,Grayhill,Bulk,Lead Time,18 weeks,,1,10,46.98,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01-2-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01-3-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-01B06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02-1-04N,09A60-02-1-04N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,56.92,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02-1-05N,09A60-02-1-05N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,57.84,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02-1-06N,09A60-02-1-06N-C,Grayhill,Bulk,Lead Time,18 weeks,,1,10,58.82,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02-2-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02-3-02N,09A60-02-3-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,83.54,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-02B06N,09A60-02-1-06N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,58.82,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-03-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-03-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-03-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-03-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-03-1-06N,09A60-03-1-06N-C,Grayhill,Bulk,Lead Time,18 weeks,,1,10,70.66,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-03-2-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-03-2-03N,09A60-03-2-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,77.46,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-03B06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-04-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-04-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-04-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-04-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-04-1-06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-05-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-05-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-05-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-05-1-06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-05B06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-06-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-06-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-06-1-06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A60-06B06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-01-1-02N,09A90-01-1-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,49.9,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-01-1-03N,09A90-01-1-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,50.38,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-01-1-04N,09A90-01-1-04N-C,Grayhill,Bulk,Lead Time,18 weeks,,1,10,50.85,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-01-2-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-01B04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-02-1-02N,09A90-02-1-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,59.8,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-02-1-03N,09A90-02-1-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,60.74,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-02-1-04N,09A90-02-1-04N-C,Grayhill,Bulk,Lead Time,18 weeks,,1,10,61.69,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-02-2-02N,09A90-02-2-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,66.22,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-02B04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-03-1-02N,09A90-03-1-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,69.7,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-03-1-03N,09A90-03-1-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,71.09,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-03-1-04N,09A90-03-1-04N-C,Grayhill,Bulk,Lead Time,18 weeks,,1,10,72.56,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-03-2-02N,09A90-03-2-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,79.35,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-03B04N,09A90-03-1-04N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,72.56,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-04-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-04-1-03N,09A90-04-1-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,81.51,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-04-1-04N,09A90-04-1-04N-C,Grayhill,Bulk,Lead Time,18 weeks,,1,10,83.42,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-04B04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-05-1-02N,09A90-05-1-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,89.52,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-05-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-05-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-06-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-06-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-06-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A90-06B04N,09A90-06-1-04N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,109.91,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-01-1-02N,09M30-01-1-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,46.84,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-01-1-02S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09M30-01-1-03N,09M30-01-1-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,47.21,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
