Product_photo,Group Category,product_category,product_Subcategory,Manufacturer,Packaging,Stock Status,RoHS,ECCN,Manufacturer Part No.,Lead time,HSCode,Description,Price,Technical Specification,Datasheets,Quantity Available,Qty Multiple,Qty Min,COO,Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-LP-N-2.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,U.FL-LP-N-2,16 weeks,82079090,TOOL EXTRACTION,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",,,20,20,,U.FL Series Connectors
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_U.FL-LP-IN.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,U.FL-LP-IN,16 weeks,82079090,TOOL INSERTION U.FL,,"{’Tool Type’: ’Insertion/Extraction Tool’, ’For Use With/Related Products’: ’Insertion/Extraction Tool’, ’RoHS Status’: ’Insertion/Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Insertion/Extraction Tool’, ’Standard Package’: ’Insertion/Extra",https://www.hirose.com/product/document?clcode=CL0311-0300-2-40&productname=HRMP-U.FLJ(40)&series=U.FL&documenttype=Catalog&lang=en&documentid=D31697_en,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF-C-PO(C).jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,DF-C-PO(C),16 weeks,82079090,TOOL HAND EXTRACT ID CONTACTS,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=CL0541-0636-1-01&productname=DF1B-18DP-2.5DS(01)&series=DF1B&documenttype=Catalog&lang=en&documentid=D31684_en,,100,100,,DF1B and DF1E Series
//media.digikey.com/Photos/Hirose%20Elect%20Photos/HK-AT(x)-PJ.jpg,Interconnect,RF/IF and RFID,Attenuators,"HIROSE ELECTRIC CO., LTD.",Tray,Lead time ,Yes,EAR99,HK-AT(20)-PJ,16 weeks,85437099,RF ATTENUATOR 20DB 50OHM 2.92MM,,"{’Attenuation Value’: ’20dB’, ’Frequency Range’: ’20dB’, ’Power (Watts)’: ’20dB’, ’Impedance’: ’20dB’, ’Package / Case’: ’20dB’, ’RoHS Status’: ’20dB’, ’Moisture Sensitivity Level (MSL)’: ’20dB’, ’Standard Package’: ’20dB’, ’Other Names’: ’20dB’}",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/HR30-6P6S-T01.jpg,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,No,EAR99,HR30-6P-6S-T01,16 weeks,82032000,TOOL WIRING JIG FOR SOLDER PLUG,,"{’Accessory Type’: ’Wiring Jig’, ’For Use With/Related Products’: ’Wiring Jig’, ’RoHS Status’: ’Wiring Jig’, ’Moisture Sensitivity Level (MSL)’: ’Wiring Jig’, ’Standard Package’: ’Wiring Jig’, ’Other Names’: ’Wiring Jig’}",,,10,10,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/W.FL-LP-N.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,W.FL-LP-N,16 weeks,82079090,TOOL EXTRACTION FOR W.FL SERIES,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=&productname=&series=W.FL&documenttype=Catalog&lang=en&documentid=D31665_en,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/HR12-SC-TP.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HR12-SC-TP,19 weeks,82079090,EXTRACTION TOOL - FEMALE SOCKETS,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=&productname=&series=HR12&documenttype=Catalog&lang=en&documentid=D49402_en,,70,70,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/W.FL-LP-IN.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,W.FL-LP-IN,20 weeks,82079090,PLUG INSERTION TOOL,,"{’Tool Type’: ’Insertion Tool’, ’For Use With/Related Products’: ’Insertion Tool’, ’RoHS Status’: ’Insertion Tool’, ’Moisture Sensitivity Level (MSL)’: ’Insertion Tool’, ’Standard Package’: ’Insertion Tool’, ’Other Names’: ’Insertion Tool’}",https://www.hirose.com/product/document?clcode=&productname=&series=W.FL&documenttype=Catalog&lang=en&documentid=D31665_en,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/AP105-DF13-2630S(64).JPG,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF13-2630S(64),,82032000,TOOL APPLICATOR DF13 ACCESSORY,,"{’Accessory Type’: ’Crimp Head Components’, ’For Use With/Related Products’: ’Crimp Head Components’, ’RoHS Status’: ’Crimp Head Components’, ’Moisture Sensitivity Level (MSL)’: ’Crimp Head Components’, ’Standard Package’: ’Crimp Head Components’, ’O",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF-C-PO(A).jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,DF-C-PO(A),16 weeks,82079090,TOOL HAND EXTRACTION ID SOCKET,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=CL0541-0636-1-01&productname=DF1B-18DP-2.5DS(01)&series=DF1B&documenttype=Catalog&lang=en&documentid=D31684_en,,100,100,,DF1B and DF1E Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/LF10BP-T01.jpg,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Box,Lead time ,Yes,EAR99,LF10BP-T01,16 weeks,82032000,TOOL JIG ASSEM FOR LF10 PLUG,,"{’Accessory Type’: ’Assembly Jig’, ’For Use With/Related Products’: ’Assembly Jig’, ’RoHS Status’: ’Assembly Jig’, ’Moisture Sensitivity Level (MSL)’: ’Assembly Jig’, ’Standard Package’: ’Assembly Jig’, ’Other Names’: ’Assembly Jig’}",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/AP105-DF3-2428S(64).jpg,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF3-2428S(64),,82032000,WIRE ANVIL,,"{’Accessory Type’: ’Crimp Head Components’, ’For Use With/Related Products’: ’Crimp Head Components’, ’RoHS Status’: ’Crimp Head Components’, ’Moisture Sensitivity Level (MSL)’: ’Crimp Head Components’, ’Standard Package’: ’Crimp Head Components’, ’O",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/lf13bp-t01.JPG,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,LF13BP-T01,16 weeks,82032000,TOOL JIG ASSEM FOR LF13 PLUG,,"{’Accessory Type’: ’Tool Jig Assembly’, ’For Use With/Related Products’: ’Tool Jig Assembly’, ’RoHS Status’: ’Tool Jig Assembly’, ’Moisture Sensitivity Level (MSL)’: ’Tool Jig Assembly’, ’Standard Package’: ’Tool Jig Assembly’, ’Other Names’: ’Tool J",,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/RP13-PC-TP.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,RP13-PC-TP,16 weeks,82079090,TOOL EXTRACTOR MALE TERM RP13,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=CL0113-0214-9-71&productname=RP13A-12PD-20SC(71)&series=RP13&documenttype=Catalog&lang=en&documentid=D49732_en,,20,20,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/BF4-T2.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,BF4-T2,16 weeks,82079090,TOOL EXTRACTION FOR BF4 SERIES,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=CL0831-0009-9-00&productname=BF4-RX-14DS-0.5V&series=BF4M&documenttype=Catalog&lang=en&documentid=D46328_en,,1,1,,BF4M Series Optical Connector System
//media.digikey.com/photos/Hirose%20Elect%20Photos/X.FL-LP-IN.OUT.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,No,EAR99,X.FL-LP-IN.OUT,16 weeks,82079090,TOOL EXTRACTION FOR X.FL PLUG,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=&productname=&series=X.FL&documenttype=Catalog&lang=en&documentid=D52496_en,,10,10,,X.FL Series Connectors
//media.digikey.com/Photos/Hirose%20Elect%20Photos/AP105-DF11-EP2428P(63).JPG,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF11-EP2428P(63),,82032000,TOOL APPLICATOR DF11 ACCESSORIES,,"{’Accessory Type’: ’Anvil’, ’For Use With/Related Products’: ’Anvil’, ’RoHS Status’: ’Anvil’, ’Moisture Sensitivity Level (MSL)’: ’Anvil’, ’Standard Package’: ’Anvil’, ’Other Names’: ’Anvil’}",https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H.FL-LP-N.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H.FL-LP-N,16 weeks,82079090,TOOL REMOVAL FL SERIES,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=CL0331-0521-6-10&productname=H.FL-R-SMT(10)&series=H.FL&documenttype=Catalog&lang=en&documentid=D31680_en,,1,1,,RF Connectors Original
//media.digikey.com/Photos/Hirose%20Elect%20Photos/AP105-DF11-EP2428P(64).JPG,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF11-EP2428P(64),,82032000,TOOL APPLICATOR DF11 ACCESSORIES,,"{’Accessory Type’: ’Anvil’, ’For Use With/Related Products’: ’Anvil’, ’RoHS Status’: ’Anvil’, ’Moisture Sensitivity Level (MSL)’: ’Anvil’, ’Standard Package’: ’Anvil’, ’Other Names’: ’Anvil’}",https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/W.FL2-LP-IN.OUT.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,W.FL2-LP-IN.OUT,16 weeks,82079090,TOOL EXTRACTION FOR W.FL2,,"{’Tool Type’: ’Insertion/Extraction Tool’, ’For Use With/Related Products’: ’Insertion/Extraction Tool’, ’RoHS Status’: ’Insertion/Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Insertion/Extraction Tool’, ’Standard Package’: ’Insertion/Extra",https://www.hirose.com/product/document?clcode=&productname=&series=W.FL2&documenttype=Catalog&lang=en&documentid=D49445_en,,1,1,,W.FL2 UltraSmall Coaxial Connector
//media.digikey.com/Photos/Hirose%20Elect%20Photos/AP105-DF13-2630S(63).JPG,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF13-2630S(63),,82032000,TOOL APPLICATOR DF13 ACCESSORY,,"{’Accessory Type’: ’Crimp Head Components’, ’For Use With/Related Products’: ’Crimp Head Components’, ’RoHS Status’: ’Crimp Head Components’, ’Moisture Sensitivity Level (MSL)’: ’Crimp Head Components’, ’Standard Package’: ’Crimp Head Components’, ’O",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF14-2628^CR-HT.jpg,Interconnect,Tools,"Crimpers, Applicators, Presses","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,DF14-2628/CR-HT,16 weeks,82032000,TOOL HAND CRIMPER 26-28AWG SIDE,,"{’Tool Method’: ’Manual’, ’Tool Type’: ’Manual’, ’For Use With/Related Products’: ’Manual’, ’Wire Gauge or Range - AWG’: ’Manual’, ’Ratcheting’: ’Manual’, ’Wire Entry Location’: ’Manual’, ’Features’: ’Manual’, ’RoHS Status’: ’Manual’, ’Moisture Sensi",https://www.hirose.com/product/document?clcode=CL0538-0021-4-26&productname=DF14-2P-1.25H(26)&series=DF14&documenttype=Catalog&lang=en&documentid=D31686_en,,1,1,,DF14 Series
//media.digikey.com/Photos/Hirose%20Elect%20Photos/AP105-DF3-2428S(63).JPG,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF3-2428S(63),,82032000,INSULATION ANVIL,,"{’Accessory Type’: ’Crimp Head Components’, ’For Use With/Related Products’: ’Crimp Head Components’, ’RoHS Status’: ’Crimp Head Components’, ’Moisture Sensitivity Level (MSL)’: ’Crimp Head Components’, ’Standard Package’: ’Crimp Head Components’, ’O",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/RP6-SC-TP.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,RP6-SC-TP,16 weeks,82079090,TOOL EXTRACT RP AND H12 CONTACTS,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",,,10,10,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/TC-QR^P8-21.JPG,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,TC-QR/P8-21,20 weeks,82079090,TOOL EXTRACTION QR-P8 SERIES,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=CL0221-0174-9-15&productname=QR%2fP8-SC-221(15)&series=QR__P8&documenttype=Catalog&lang=en&documentid=D49724_en,,10,10,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/EV1-PC-TP.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,No,EAR99,EV1-PC-TP,16 weeks,82079090,TOOL EXTRACT FOR EV1,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=&productname=&series=EV1&documenttype=Catalog&lang=en&documentid=D49352_en,,1,1,,EV1 High Current Waterproof Connector
//media.digikey.com/photos/Hirose%20Elect%20Photos/RP13A-SC-TP.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,RP13A-SC-TP,16 weeks,82079090,TOOL EXTRACTOR FEMALE TERM RP13,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=CL0113-0214-9-71&productname=RP13A-12PD-20SC(71)&series=RP13&documenttype=Catalog&lang=en&documentid=D49732_en,,20,20,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/HR30-TP.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HR30-TP,,82079090,TOOL EXTRACTION HR30,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",,,10,10,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/HT802%5EHR12-SC-1.JPG,Interconnect,Tools,"Crimpers, Applicators, Presses","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HT802/HR12-SC-1,20 weeks,82032000,TOOL HAND CRIMPER 26-30AWG SIDE,,"{’Tool Method’: ’Manual’, ’Tool Type’: ’Manual’, ’For Use With/Related Products’: ’Manual’, ’Wire Gauge or Range - AWG’: ’Manual’, ’Ratcheting’: ’Manual’, ’Wire Entry Location’: ’Manual’, ’Features’: ’Manual’, ’RoHS Status’: ’Manual’, ’Moisture Sensi",https://www.hirose.com/product/document?clcode=CL0110-0401-7-74&productname=HR10A-10P-12P(74)&series=HR10&documenttype=Catalog&lang=en&documentid=D49400_en,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/HT801%5EDF62-22(10).JPG,Interconnect,Tools,"Crimpers, Applicators, Presses","HIROSE ELECTRIC CO., LTD.",Box,Lead time ,No,EAR99,HT801/DF62-22(10),20 weeks,82032000,TOOL HAND CRIMPER 22AWG,,"{’Tool Method’: ’Manual’, ’Tool Type’: ’Manual’, ’For Use With/Related Products’: ’Manual’, ’Wire Gauge or Range - AWG’: ’Manual’, ’Ratcheting’: ’Manual’, ’Wire Entry Location’: ’Manual’, ’Features’: ’Manual’, ’RoHS Status’: ’Manual’, ’Moisture Sensi",,,1,1,,DF62 Connectors
//media.digikey.com/Photos/Hirose%20Elect%20Photos/AP105-DF11-EP22P(61).JPG,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF11-EP22P(61),,82032000,TOOL APPLICATOR DF11 ACCESSORIES,,"{’Accessory Type’: ’Crimp Head Components’, ’For Use With/Related Products’: ’Crimp Head Components’, ’RoHS Status’: ’Crimp Head Components’, ’Moisture Sensitivity Level (MSL)’: ’Crimp Head Components’, ’Standard Package’: ’Crimp Head Components’, ’O",https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,1,1,,
//media.digikey.com/Photos/Hirose Elect Photos/AP105-DF11-EP22P(64).jpg,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF11-EP22P(64),,82032000,TOOL APPLICATOR DF11 ACCESSORIES,,"{’Accessory Type’: ’Anvil’, ’For Use With/Related Products’: ’Anvil’, ’RoHS Status’: ’Anvil’, ’Moisture Sensitivity Level (MSL)’: ’Anvil’, ’Standard Package’: ’Anvil’, ’Other Names’: ’Anvil’}",https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,1,1,,
//media.digikey.com/Photos/Hirose Elect Photos/AP105-DF11-EP22P(63).jpg,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,AP105-DF11-EP22P(63),,82032000,TOOL APPLICATOR DF11 ACCESSORIES,,"{’Accessory Type’: ’Anvil’, ’For Use With/Related Products’: ’Anvil’, ’RoHS Status’: ’Anvil’, ’Moisture Sensitivity Level (MSL)’: ’Anvil’, ’Standard Package’: ’Anvil’, ’Other Names’: ’Anvil’}",https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,1,1,,
//media.digikey.com/Photos/Hirose Elect Photos/MFG_D.FL75-LP-N.jpg,Interconnect,Tools,"Insertion, Extraction","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,D.FL75-LP-N,16 weeks,82079090,TOOL EXTRACT D.FL75,,"{’Tool Type’: ’Extraction Tool’, ’For Use With/Related Products’: ’Extraction Tool’, ’RoHS Status’: ’Extraction Tool’, ’Moisture Sensitivity Level (MSL)’: ’Extraction Tool’, ’Standard Package’: ’Extraction Tool’, ’Other Names’: ’Extraction Tool’}",https://www.hirose.com/product/document?clcode=CL0311-0015-0-00&productname=BNC(75)J-D.FL75J-BPA&series=D.FL75&documenttype=Catalog&lang=en&documentid=ed_D.FL75_CAT,,1,1,,
